0,1,2,3,4,5,6,7,8,9
1.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,989403.42,5.26373537306203
1.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,424030.02,9.24829764642965
1.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,648782.97,15.49654758435184
1.0,0.0,0.0,0.0,0.0,0.0,1.0,240.0,1116829.6,5.278431060196198
1.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,588895.33,8.9179258134392
1.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,349344.66,8.192578195395054
1.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,489082.54,10.869496741567469
1.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,578914.03,1.6139434915132538
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,868371.08,3.7619798949613763
1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,364316.6,0.9918885179531393
1.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,678726.79,0.6629127607309161
1.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,798502.15,2.249359007732471
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,711665.02,1.703437889504958
1.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,529007.65,2.5775474356687584
1.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,747100.55,7.196404517172452
1.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,908635.8,7.196404517172452
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,479101.27,8.870749303542109
1.0,0.0,0.0,0.0,0.0,0.0,1.0,203.0,1177790.66,2.460900192819492
1.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,848408.53,2.249359007732471
1.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1597004.3,12.419747558558342
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,299438.28,12.748445205891645
1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,379288.51,2.245460474060949
1.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,1211514.4,7.103944873430058
1.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,686524.82,1.7470916480315608
1.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,832916.14,1.7470916480315608
1.0,0.0,0.0,0.0,0.0,0.0,1.0,203.0,1377416.18,1.944820893745788
1.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,259513.19,4.339574150267736
1.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,339224.03,6.419031424360895
1.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,465423.45,3.520847747348317
1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,421001.23,2.923046920949621
1.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,340233.61,8.803489957335465
1.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,959115.56,10.510835536136758
1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,302878.6,2.1992040063528364
1.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,747100.55,1.7603217700887126
1.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0,648782.97,1.4274396521201542
1.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,698689.35,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,409232.33,1.9524077823440964
1.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,1097940.43,5.308314709341332
1.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,349344.66,2.6760285906536843
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,698689.35,10.490708793575344
1.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,818464.67,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,748595.73,6.512721459191331
1.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,1097940.43,10.470962104099716
1.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,1048034.05,10.470962104099716
1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,489082.54,5.435913576840102
1.0,0.0,0.0,0.0,0.0,0.0,1.0,230.0,798502.15,6.221721510713061
1.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,848408.53,2.514701272177152
1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,678726.79,3.6688067130256377
1.0,0.0,0.0,0.0,0.0,0.0,1.0,204.0,1297565.98,5.308314709341332
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,1097940.43,0.29005453982029505
1.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,678726.79,2.276718431890693
1.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,364316.6,1.3648268183870162
1.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,529007.65,9.021682949012082
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,628820.41,2.5529032638449842
1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,299438.28,6.088928252989342
1.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,299438.28,4.323003995623158
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,538988.95,7.735787219677886
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,319400.84,3.381606795989785
1.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,339363.39,0.3379024088428283
1.0,0.0,0.0,0.0,0.0,0.0,1.0,147.0,848408.53,0.38177598277152514
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,369307.22,2.238951875979879
1.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,638801.71,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,529007.65,2.1913198696785736
1.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,357931.56,4.487237772532591
1.0,0.0,0.0,0.0,0.0,0.0,1.0,143.0,918277.46,0.5681486695142199
1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,424204.24,0.8056971819738091
1.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,538988.95,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,878352.35,8.870749303542109
1.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,469120.01,19.086161564757973
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,1367434.92,10.83391691570471
1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,648782.97,3.6688067130256377
1.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,519026.39,7.588865236281639
1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,449157.45,7.338841332378862
1.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,299438.28,1.298040138424965
1.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,788520.85,1.4233632303028485
1.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,828445.97,1.4233632303028485
1.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,309419.57,1.2960038928226998
1.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,819240.24,1.4233632303028485
1.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,479101.27,1.965469611431457
1.0,0.0,0.0,0.0,0.0,0.0,1.0,148.0,768558.29,1.9982022238311024
1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,378290.39,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,648782.97,1.703437889504958
1.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,479101.27,1.744162666035559
1.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,548970.21,4.077197233505953
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,429194.89,1.1628418394883522
1.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,578914.03,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,499063.83,8.827280579587766
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,529007.65,10.587397369787702
1.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,359325.95,9.447089118483085
1.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,449157.45,9.130768123112592
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,678726.79,7.634730426828516
1.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,369307.22,10.151854954823857
1.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,399251.07,8.839548620731518
1.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,399251.07,5.074970272219863
1.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,419213.6,8.6589755899052
1.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,1161034.64,1.705845761030925
1.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,474110.62,7.332586968347238
1.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,757196.48,11.145818157080594
1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,302878.6,9.481567012318965
1.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,688708.09,18.015247634445014
1.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,728633.21,2.276718431890693
1.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,424204.24,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,1048034.05,2.8360407993943544
1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,529007.65,1.4239537044679602
1.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,449157.45,3.381606795989785
1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,265965.09,2.1829278935076672
1.0,0.0,0.0,0.0,0.0,0.0,1.0,203.0,1347472.36,1.944820893745788
1.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,339363.39,1.3648268183870162
1.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,339363.39,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,998127.67,1.921570344786354
1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,404241.69,3.946519438745896
1.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,1397378.74,4.110022868426998
1.0,0.0,0.0,0.0,0.0,0.0,1.0,226.0,1247659.6,2.460900192819492
1.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,658764.27,0.3379024088428283
1.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,1593547.76,50.78081576872093
1.0,0.0,0.0,0.0,0.0,0.0,1.0,155.0,923268.08,3.6688067130256377
1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,399251.07,1.0887280247541542
1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,628820.41,1.4233632303028485
1.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,399251.07,1.0887280247541542
1.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,399251.07,1.0887280247541542
1.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,698689.35,0.38177598277152514
1.0,0.0,0.0,0.0,0.0,0.0,1.0,235.0,1147846.81,3.0958292332833066
1.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,379288.51,2.0410151103434595
1.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,444166.8,7.338841332378862
1.0,0.0,0.0,0.0,0.0,0.0,1.0,135.0,648782.97,8.576500054508921
1.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,1048034.05,6.221721510713061
1.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,828445.97,5.308314709341332
1.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,359325.95,10.430549201785066
1.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0,1147846.81,7.228218465037957
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,239550.63,15.786940753740712
1.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,618839.15,10.453119557237985
1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,369307.22,10.151854954823857
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,489082.54,8.58221156233302
1.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,494073.18,9.099680380200494
1.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,898314.91,8.870749303542109
1.0,0.0,0.0,0.0,0.0,0.0,1.0,153.0,1097940.43,11.588504347122496
1.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,548970.21,1.6139434915132538
1.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,384279.13,7.551742063950617
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,264503.81,8.784052165565368
1.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,519026.39,9.273873131166413
1.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,394260.42,8.446222809008875
1.0,0.0,0.0,0.0,0.0,0.0,1.0,134.0,643792.32,8.727685632147233
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,359325.95,10.30419268779835
1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,778539.59,6.920486173568979
1.0,0.0,0.0,0.0,0.0,0.0,1.0,132.0,698689.35,8.870749303542109
